1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
9.999746639199996,9.999915999999999,9.999448081199999,9.999265331999993,9.999654256,9.999897926400003,9.999722338799998,9.999393305599995,9.998803853999986,9.999607269999995,9.999247322399997,9.999611411199995,9.999725471199998,9.999831999999998,9.999116462799995,9.998833092399988,9.998265145599982,9.999605981199997,9.999583999999995,9.999570484799996,9.998972721599989,9.997893945999984,9.997948353599986,9.998900665599997,9.999547999999995,10,9.999463246800001,9.999831999999998,9.998921519999987,9.998128463199974,9.999255999999992,9.999420159599996,9.999447420799997,10,9.99923095199999,9.99603638799995,9.996891817199996,9.99833082559998,9.999203222799993,9.998663531199988,9.998953516399988,9.998645039999987,9.998346048399986,9.999425887999987,9.998824534799986,9.998165715199983,9.999774549600001,9.997454526799968,9.995374739199972,9.996989531599969,9.999956,9.999086321599991,9.999247825599994,9.999671999999997,9.998135183199985,9.99900933599999,9.999121381999993,9.999339999999993,9.998306849599992,9.998007654399986,9.997679999999974,9.99573334239993,9.993930715999962,9.998039633599982,9.999330595999991,9.998737759199981,9.999113957599992,10,9.997400379999988,9.996100335199968,9.996757991999978,9.998781575599985,9.993773951999913,9.99760693919996,9.989640159999917,9.996689546799962,9.99734413279997,9.999583999999995,9.999439075999993,9.999536733999998,9.999616237599998,9.998349907199986,9.997119363999975,9.993143175999936,9.993272869599934,9.998792252399987,9.99276341239992,9.997288361599967,9.999569483999997,9.998923167999989,9.999369699199994,10,10,9.99930099239999,9.999539999999994,9.995110819999953,9.992385315199982,9.990470223999983,9.990831128399899,9.992839832799941,9.993676719999938,9.994519819999953,9.999265926399994,9.999725496399996,9.999660984,9.999703313599996,9.998580455999988,9.999295999999992,9.999875999999999,9.997748483199976,9.992035401599892,10,9.998707999999985,9.999118000799994,9.999011162799993,9.999146086399993,9.999219744799996,9.998706939599986,9.998553411199989,9.998864475999987,9.999045852799991,9.999724419999996,9.999711999999997,9.99697144319996,9.995762427999964,9.998390551999979,9.996683247999954,9.997554485599982,9.998939384799987,9.999574359999997,9.998699179199992,9.999168572799991,9.999166195999992,9.999411999999992,9.999906139200002,9.9996131776,9.999098975599994,9.996421118399967,9.997771966399993,9.997925566799978,9.997796021599976,9.999915999999999,9.999750881199997,10,9.998227110799993,9.998799999999987,9.999861852799999,9.999438683599992,9.999831999999998,9.999504315999996,9.99819874599999,9.998433651199997,9.998196219999999,9.998333830399998,9.999915999999999,9.998629047999984,9.999879310799997,9.999831999999998,9.999835999999998,9.999875999999999,9.999805881599999,9.998586385999984,9.998987111999988,9.999623999999995,9.998787797999986,9.998731135999995,9.9998670028,9.999579346399996,9.999915999999999,9.999519115999993,9.9997661944,9.9999566644,9.999851743999997,9.999698905599999,9.999835999999998,9.9997141484,9.999552416799999,9.999695167999995,9.999867641199998,9.999496962799999,9.995618069199953,9.999182079999995,9.999511818399995,9.999724447199997,9.999298479999998,9.99843001839999,9.999542957999992,9.9995078368,9.999581227599995,9.999875999999999,9.99529199279996,9.995902281199983,9.99848788199998,9.999175999999991,9.998595276399989,9.999287391199992,9.999047602399989,9.99193685359995,9.99258312280002,9.990773213600042
10.0,10.0,10.0,9.999916248953769,10.0,10.0,10.0,9.999751675351666,9.998872452766578,10.0,9.99963566284184,9.999950309314789,10.0,10.0,9.999527362758126,9.999408126916427,9.998545724734155,9.999993329114917,10.0,10.0,9.999199157367297,9.997045067301821,9.997088139829254,9.998991471818915,10.0,10,10.0,10.0,9.999044115235868,9.997843181389854,10.0,10.0,10.0,10,10.0,9.99337226233621,9.994743647542723,9.997621588038365,9.99962746364536,9.999019639993357,9.999635300633038,9.998862765104239,9.998537339985408,10.0,10.0,10.0,10.0,9.998733210462596,9.99291652549507,9.995552005764223,10.0,9.999768898401724,9.999807699921835,10.0,9.998262623036457,10.0,10.0,10.0,10.0,10.0,10.0,9.99747733436035,9.991262075214003,9.998179840838244,10.0,9.999072758701491,9.999659779629626,10,9.996953767769488,9.995794174564674,9.998363733477975,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.998725967582239,9.997428420374048,9.99194837792759,9.995215723376544,10.0,10.0,10.0,10.0,9.999747973231457,10.0,10,10,10.0,10.0,9.996992299041137,9.996005907399606,10.0,10.0,9.9975146434833,9.993834861409905,9.994314080330364,10.0,10.0,10.0,10.0,9.999770424009581,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,9.999914354869938,9.999869363537135,9.999294238131732,9.999589083568166,10.0,10.0,10.0,10.0,9.999744919404483,9.999824287121271,10.0,9.996437846953032,9.997413124324904,9.999592893670647,10.0,9.998679791000157,9.999962700689391,9.99992596802841,10.0,10.0,10.0,10.0,9.997107015448698,9.998377317121694,9.998470172779664,9.997482034995512,10.0,10.0,10,9.99806554172537,9.999267891657833,10.0,10.0,10.0,10.0,9.998820000659089,9.99901536529395,9.998303030501713,9.998437628698136,10.0,9.998781374711834,10.0,10.0,10.0,10.0,10.0,9.999306102394721,9.999773055156084,10.0,9.999006700056926,9.999026209411202,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999997614504961,10.0,10.0,9.996437614748002,9.999383010115228,10.0,10.0,9.999775357497253,9.998375829992625,9.999967267127252,10.0,10.0,10.0,10.0,9.997237634307687,9.99974734900445,10.0,9.998919778302854,9.999724468263901,9.999892802895504,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999955501615165,9.999221991533172,10.0,10.0,9.999950309314789,10.0,10.0,10.0,9.999996709432866,9.998822847868329,10.0,10.0,10.0,9.999944805016728,9.997088216603663,9.996815962058525,9.999120486037832,10.0,10,10.0,10.0,9.999529110471753,9.998021075579738,10.0,10.0,10.0,10,10.0,9.992097796672484,9.993796545885447,9.997526462476754,9.999735904613607,9.999492764786726,10.0,9.999519690208492,9.99923198757083,10.0,10.0,10.0,10.0,10.0,9.991732455790167,9.995066243928482,10.0,9.999926533520169,9.999801801816549,10.0,9.99879443087293,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.98985781442805,9.99880004807651,10.0,9.999380454203,9.99992059684296,10,9.997134275538988,9.996101405929384,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999492979964494,9.998016140748122,9.991494939855249,9.997832125153158,10.0,10.0,10.0,10.0,9.99996800372314,10.0,10,10,10.0,10.0,9.999275978082325,10.0,10.0,10.0,10.0,9.99503090281988,9.99516154066078,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,9.999964168768585,9.999912026218015,9.999887995806992,10.0,9.999924072663479,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.996739965906118,9.997670523049827,9.99982987400706,9.999983051397292,9.998616398800323,10.0,10.0,10.0,10.0,10.0,10.0,9.998157952497431,9.999249815843394,9.99924814275935,9.99740869239105,10.0,10.0,10,9.997943972650749,9.99965578331568,10.0,10.0,10.0,10.0,9.99949278731819,9.999485527387902,9.998209841003426,9.998150522996278,10.0,9.998920741423685,10.0,10.0,10.0,10.0,10.0,9.999907638789457,10.0,10.0,9.998832382113862,9.998865922822409,10.0,9.999904723514389,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.998115892296058,9.99970394023046,10.0,10.0,9.999878839749723,9.99816164158526,10.0,10.0,10.0,10.0,10.0,9.999115191415394,10.0,9.999973065723287,9.999002736205718,9.999921028586389,10.0,10.0,10.0,10.0
9.999982348656953,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999373410299764,10.0,9.999976164204183,10.0,9.999986256545732,10.0,9.999984431715811,10.0,9.998899971002501,10.0,10.0,10.0,10.0,9.996703353905502,9.996023784287793,9.99913308425675,10.0,10,10.0,10.0,9.999814105707637,9.997984205769619,10.0,10.0,10.0,10,10.0,9.99011085100875,9.992114316228172,9.99705722491514,9.999997019404535,10.0,10.0,9.99995444851042,9.999955539156252,10.0,9.999959940362222,9.999991274255326,10.0,10.0,9.989950338085263,9.994100482092739,10.0,9.999925441520169,10.0,10.0,9.999648422709406,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.987979233642093,9.999300255314774,10.0,9.999841801704509,9.99992059684296,10,9.997688343308488,9.996495333294094,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.998447869122197,9.990788685782906,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.995867244229851,9.995519100991194,10.0,10.0,10.0,10.0,9.999999406401916,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,9.999871907587426,9.999769351386343,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.996955204859201,9.99789616977475,9.999907558877714,10.0,9.998685018600487,10.0,10.0,10.0,10.0,10.0,10.0,9.999731913546167,9.999941475632161,10.0,9.997375993786587,10.0,10.0,10,9.997582295576127,9.999763674973524,10.0,10.0,10.0,10.0,9.999937927665908,9.999924771089391,9.99838597150514,9.998295837294418,10.0,9.998746588135534,10.0,10.0,10.0,10.0,10.0,9.99993442903947,9.999982545115607,10.0,9.998917724170802,9.999075876233617,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999976781009925,10.0,10.0,9.999514169844112,10.0,10.0,10.0,9.99991771724698,9.997607893177895,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999973065723287,9.999368010108583,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999366709066354,10.0,9.999935318008367,10.0,10.0,10.0,9.999975309547438,9.999963935411639,9.999264006136675,10.0,10.0,10.0,10.0,9.99596248720734,9.994763570517058,9.999107474475668,10.0,10,10.0,10.0,9.99987512257076,9.997913687959501,10.0,10.0,10.0,10,10.0,9.987447665345009,9.9899369585709,9.996218579353524,9.999911607404535,9.999920184959333,9.999991827583301,9.999845057020845,9.999825576237077,10.0,10.0,10.0,10.0,9.99998801368625,9.98751114838036,9.992742956256993,10.0,10.0,9.999934297672182,10.0,9.99990427726364,10.0,10.0,10.0,10.0,10.0,10.0,9.999802330556019,9.985072012856133,9.999522454553036,10.0,9.999928481230148,9.99999014084296,10,9.997579811077987,9.996639216658803,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999895320472897,9.998916925496271,9.990250975710564,10.0,10.0,10.0,10.0,10.0,9.99996800372314,10.0,10,10,10.0,10.0,10.0,10.0,10.0,10.0,9.999915847388307,9.995586585639815,9.994836661321601,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.997207003812285,9.998153568499673,10.0,10.0,9.99879363840065,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.99996590391796,9.997383295182125,10.0,10.0,10,9.997420726501504,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.998562102006854,9.998321151592556,10.0,9.998698914847383,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999049846227742,9.999115589644825,10.0,10.0,10.0,9.999954245652294,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999976781009925,10.0,10.0,9.999716499234784,9.999909690023046,10.0,10.0,10.0,9.99748188077053,10.0,9.999997320228683,10.0,10.0,10.0,9.999800085590763,10.0,10.0,9.999250196011445,9.99996102858639,9.99998660420955,10.0,10.0,10.0
9.999982348656953,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999356247832946,10.0,10.0,9.99999030931479,9.999986256545732,10.0,9.99994443171581,10.0,9.999871497270851,10.0,10.0,10.0,10.0,9.994957604509176,9.993503356746324,9.999156488694585,10.0,10,10.0,10.0,9.999867387523583,9.998034758149386,10.0,10.0,10.0,10,10.0,9.984506359681266,9.987282848913628,9.995085821791905,9.999969168009072,9.999827341752699,10.0,9.99984464851042,9.999823620318534,10.0,10.0,10.0,10.0,9.99995440568625,9.984762446675456,9.991185430421247,10.0,10.0,10.0,10.0,9.99962734910011,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.981929052070171,9.999620669791298,10.0,10.0,10.0,10,9.996644158847486,9.995766360023506,9.999967662947789,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999689041836444,9.998433997870341,9.988013457638212,9.999738704017632,10.0,10.0,10.0,10.0,9.99996800372314,10.0,10,10,9.999969347204667,10.0,9.9998652859041,9.999863374499945,10.0,10.0,9.999955847388307,9.995584427049781,9.994544321652013,10.0,10.0,10.0,10.0,9.999856891200956,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,9.999963712193713,9.999865119493169,9.99980027543363,9.999976228902074,10.0,10.0,10.0,10.0,10.0,10.0,9.996968482765364,9.998132207224595,9.999903160421193,10.0,9.998854250200816,9.999962700689391,10.0,10.0,10.0,10.0,10.0,9.999960260264862,10.0,9.99984590391796,9.997149952577661,10.0,10.0,10,9.997299157426882,10.0,10.0,10.0,10.0,10.0,9.999977927665908,9.999860178536371,9.998658232508568,9.998427981890696,10.0,9.998771241559233,10.0,10.0,10.0,10.0,10.0,9.99993442903947,9.999982545115607,10.0,9.99893518828468,9.999365543056033,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999842414059565,9.999977414980995,10.0,9.999956499234786,9.999943485011523,10.0,10.0,10.0,9.997503604363166,10.0,10.0,10.0,10.0,10.0,9.999800085590763,10.0,10.0,9.999171609914308,9.99999860458639,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999345786599537,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.993872721811012,9.99252314297559,9.999365502913502,10.0,10,10.0,10.0,10.0,9.998419004339272,10.0,10.0,10.0,10,10.0,9.98120787401752,9.984767115256355,9.994256584230289,9.999991607404535,9.999845546546066,9.9999268315833,10.0,10.0,10.0,10.0,10.0,10.0,9.99999120968625,9.981687160970555,9.9893161405855,10.0,10.0,10.0,10.0,9.999432604936581,10.0,10.0,10.0,10.0,10.0,10.0,9.99995911455602,9.978308931284207,9.999644861029559,10.0,10.0,10.0,10,9.995628506616985,9.994766807388208,9.99988476484339,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999479390218697,9.99783107024441,9.985411667565858,9.999738704017632,10.0,10.0,10.0,10.0,9.999982039446287,10.0,10,10,10.0,10.0,9.9998652859041,9.999903374499945,10.0,10.0,10.0,9.995343168459746,9.994095281982423,10.0,10.0,10.0,10.0,9.999919406401915,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,9.999991303587427,9.999796119279518,9.999933657316813,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.99639964171844,9.997743837949516,9.999645777249453,10.0,9.998794862000981,9.999962700689391,10.0,10.0,10.0,10.0,9.99999353560821,9.999997226129736,10.0,9.999760279271866,9.996474033973195,10.0,10.0,10,9.99697748035226,9.999991524160489,10.0,10.0,10.0,9.99999199037355,10.0,10.0,9.998466403010282,9.998296328188836,10.0,9.998717088271082,10.0,10.0,10.0,10.0,10.0,10.0,9.999982545115607,10.0,9.998714090341617,9.99945549646724,10.0,9.99998882974317,10.0,9.999939750478442,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999911327109205,10.0,10.0,9.999857767234785,9.999890015126754,10.0,10.0,9.999843559249175,9.9970575919558,10.0,9.999997320228683,10.0,10.0,10.0,9.999787206372305,10.0,10.0,9.999576883817173,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.99941626536613,10.0,9.999895292833473,10.0,10.0,10.0,9.99994443171581,10.0,9.99987255775341,10.0,10.0,10.0,10.0,9.993491855112852,9.99179489320486,9.99910347713242,10.0,10,10.0,10.0,9.999907387523583,9.998611662529157,10.0,10.0,10.0,10,10.0,9.979537168353788,9.98330326159908,9.993921458668677,10.0,9.999941514237344,10.0,9.99991444851042,9.999898072318533,10.0,10.0,10.0,10.0,10.0,9.98019357926565,9.988478614749758,10.0,10.0,10.0,10.0,9.999723320773054,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.976943250498254,9.999979092267823,10.0,10.0,10.0,10,9.995515454386485,9.994790690752916,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999756854518218,9.998141462618484,9.984585413493514,9.999892068017633,10.0,10.0,10.0,10.0,10.0,10.0,10,10,9.99988429980233,10.0,9.999985285904101,10.0,10.0,10.0,10.0,9.995860709869715,9.994379442312836,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,9.999962465213986,10.0,9.999944155172694,9.999858461316812,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.996074240671518,9.997482476674437,9.999948495214127,10.0,9.999103481801146,10.0,9.99996596802841,10.0,10.0,10.0,10.0,9.999918244264862,9.99986147563216,9.999875855271867,9.99591875936873,10.0,10.0,10,9.997056019277638,10.0,10.0,10.0,10.0,10.0,9.999909459665908,9.999924771089391,9.998095933511996,9.997850738486978,10.0,9.998896454982933,10.0,10.0,10.0,10.0,10.0,9.999972609039471,10.0,10.0,9.998359432398553,9.999204969878448,10.0,9.99998472351439,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999895114019854,9.999977414980995,10.0,10.0,9.999682945241984,10.0,10.0,9.999958439749722,9.997007491548436,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999955444201143,9.99995920735917,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999764864132723,10.0,10.0,10.0,10.0,10.0,9.99994443171581,9.999977354423283,9.999604506827334,10.0,10.0,10.0,10.0,9.993150988414692,9.99148682343413,9.999470699351338,10.0,10,10.0,10.0,9.999972455047173,9.998511616719037,10.0,10.0,10.0,10,10.0,9.977626462690056,9.981999407941805,9.993741629107065,9.999935904613608,9.99984867103071,10.0,9.999984657020846,9.999974480237077,10.0,10.0,10.0,10.0,9.99995440568625,9.978211461560745,9.987625796914019,10.0,10.0,9.99999088981655,10.0,9.999205300609523,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.974354609712295,10.0,10.0,10.0,10.0,10,9.994446242155986,9.99386109411762,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999978758518218,9.998487846992557,9.983217799421167,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10.0,10.0,10.0,10.0,10.0,10.0,9.999915847388307,9.995939451279682,9.994383602643246,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,9.999978990218015,9.999962465213986,10.0,10.0,9.999973657316813,10.0,10.0,10.0,10.0,10.0,10.0,9.99998888508603,9.995585399624595,9.997197611399358,9.999654312084777,10.0,9.99925610560131,10.0,9.99996760802841,10.0,10.0,10.0,10.0,10.0,10.0,9.99980369191796,9.995324128764263,10.0,10.0,10,9.996774378203016,9.999838789165779,10.0,10.0,10.0,10.0,10.0,10.0,9.99776546401371,9.99736514878512,10.0,9.998968781694783,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.997945114455488,9.998964683289655,10.0,9.99998472351439,10.0,9.999969958413072,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999988507069494,10.0,9.999994621999631,9.999956499234786,9.999295075357214,10.0,10.0,9.999918439749722,9.996569655141071,10.0,9.999997320228683,10.0,10.0,10.0,9.999651949590763,10.0,10.0,9.999826753250856,9.999888404423075,10.0,10.0,10.0,10.0
9.999960650484773,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999978209928667,10.0,10.0,10.0,9.9999595385205,9.999993329114917,10.0,10.0,10.0,9.992538113716531,9.991034825663398,10.0,10.0,10,10.0,10.0,10.0,9.998752686908922,10.0,10.0,10.0,10,10.0,9.97547951702632,9.980338802284532,9.993392391545452,9.999861316613607,9.999988732478007,10.0,10.0,9.999978072318534,10.0,10.0,10.0,10.0,10.0,9.976210319855841,9.986660035078275,10.0,10.0,9.99991634581655,10.0,9.999373832445995,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.971844548926336,10.0,10.0,9.999887669290448,10.0,10,9.993964149925485,9.993628237482326,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999947806518218,9.99887690336663,9.982355817348823,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.995897892689648,9.994141162973657,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,9.999992026218015,10.0,10.0,9.999973155386344,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.99496623857767,9.996720994124278,9.99969199695543,10.0,9.999116717401474,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.99984369191796,9.994568210159796,10.0,10.0,10,9.996372737128393,9.999877578331564,10.0,10.0,10.0,10.0,10.0,10.0,9.997325674515425,9.996879559083261,10.0,9.998807588406631,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.997530796512423,9.998769516700861,10.0,9.999944723514389,10.0,9.999796680826144,9.999994834884484,10.0,10.0,10.0,10.0,10.0,10.0,9.999997614504961,10.0,9.999994621999631,9.999988287304399,9.999275205472445,10.0,10.0,9.999940799499448,9.996247730733707,9.999967267127252,10.0,10.0,10.0,10.0,9.999840085590764,10.0,10.0,9.999665209250855,10.0,10.0,10.0,10.0,10.0
