epoch,loss,val_loss
0,0.019838917650819562,0.030853349412113446
1,0.01982111652652133,0.030850831465994957
2,0.019819546570381458,0.030856511763545195
3,0.019821406495002743,0.030864075203569766
4,0.019818343354686848,0.030850308173572535
5,0.019819355562738637,0.03085554863250285
6,0.01981898662008027,0.030845850423558058
7,0.019816193519163725,0.030852883152203053
8,0.019817842370669695,0.03084436541712792
9,0.019816227049850657,0.03084208001501478
10,0.019817306524628615,0.030846542108321464
11,0.019816758248179408,0.030847888868740236
12,0.01981511572951107,0.030849582057281184
13,0.019816483999528144,0.030857936027824284
14,0.019814029659202925,0.030842945429212502
15,0.019814635108758007,0.030848022834267377
16,0.019814873902863402,0.030844510953991284
17,0.019813802846676144,0.030839080997637346
18,0.01981384032802791,0.030847898230712885
19,0.019813010932739406,0.030853458872198217
